text,label
@USER @USER You realize how useless your argument is? If you drunk drive you get arrested. You're punished. If you kill someone while drunk driving that is murder. There are rules AND regulations AND safety precautions for both drinking AND owning and operating a vehicle. We need gun control,1
@USER Bet she is headed to The View!!!,0
@USER Bottom line is and should be to all is that the accusation is from 35+ yrs ago when they were minors. The judge has 60 HS students of his saying No Way! Judge managed to keep impeccable lifestyle as an adult. Accuser is a hardcore left activist (Soros antifa type who has a :hammer: 2grd,0
"""@USER God's Major judgement is coming to Bob woodward...thou shalt not bare false witness"""" """"Let no man be deceived, God will not be mocked, for whatsoever a man sows, that he will reap"""" """"Touch not my annointed (appointed Trump), do them no harm"""" God is not kidding!""""""",0
@USER @USER Killary still lost!,0
@USER @USER @USER Don't believe it more insincere talk from the Callous Conservatives. URL,0
"""@USER You are too pure to become like this, Atsushi-kun."""" He whispered as if he could hear what the child was thinking about. That wasn't so hard. """"I love you, I have adopted you, I have saved you. You showed me a beautiful light, Atsushi-kun.""""""""""",0
@USER @USER @USER @USER Seriously :face_with_tears_of_joy: no word of a lie though I am all done with live feeds after she is evicted. I cannot handle another second of all the other houseguests,0
"""@USER @USER Winston Churchill on being admonished about sentence ending prepositions : This is an outrage up with which I will not put!"""" And the punchline to my favorite grammar joke: """"Oh. So, where y'all from, BITCH?""""""""""",0
"""@USER You are my only friend"""" on twitter. I joined this CIA/NSA front group to keep the lion meat fresh. But there are alternatives that are not enmeshed in the anal cavity of the Deep State. Perhaps you might consider them. I would switch in a NY heartbeat and close the account.""""""",0
@USER Caribbros please fix oroshimaru he is broken he teleports and he can spawn a lot of snakes but players can only spawn one thing how are we onna beat him if he is so broken and glitchy! :pouting_face: :pouting_face: ,0
@USER @USER @USER Hi would you come to ENGLAND and have time of your life you want be disappointed I will give you a orgasim like nothing you have gotten probably in your past life I will make you piss yourself many times as you like so if you are interested call or inbox me 07405077156 WhatsApp,1
@USER Ahh yes we are cause some woman who comes out 30 some years later cant be believed. Where was this liberal outrage when the guy from Minnesota was accused of beating his wife. Silent on that one libs god you hypocritical liberals make me sick,1
@USER @USER Bitch I wanna know,1
.You cry baby liberals will have Trump for a total of EIGHJT GREAT YEARS!!! GET OVER IT. MAGA URL,1
@USER Character assassinations are a survival technique for liberals,0
@USER @USER As well this would allow you to still protest. But not stop a speaker or a group. Really Hitler did this in the early time of the Nazi party a group known as the SS would beat up politicians and people that didn't agree with them. (Sounds familiar smells like Antifa.),1
@USER @USER If Brookee Baldwin and Erin Burnett start showing cleavage to their Boobies CNN just might.,1
@USER I would think already since you are only following half the people that are following you? It is called the follow BACK resistance.,0
@USER @USER @USER @USER @USER Which side ran into a crowd killing someone? U mentioned ANTIFA like they’re anywhere close to the same hate filled platform that KKK is. All i heard from u was deflection &amp; excuses. Next,0
PresidentTrump was elected because we are so very tired of destructive Dems! We're look for strong conservatives like TreyGowdy. URL,0
@USER @USER @USER I will never forget what levels you racist liberals went to and what you did to Clarence Thomas. Liberals are the worst people ever.,1
@USER @USER I have some work to do with my oldest (20) daughter. Stood in line with her &amp; voted in 2016. She is still very very bitter &amp; it’ll be tough to get her back this year,0
@USER Obama was the devil incarnate &amp; Trump is Jesus Christ himself. I get where you are coming from.,1
@USER I didn’t tweet this lol I needa get my Twitter off this shit,1
@USER @USER Good luck :rolling_on_the_floor_laughing: MAGA VoteRed URL,0
@USER I am and I'm voting absentee for the first time in a midterm!! MAGA,0
@USER @USER @USER You don’t know squat about Obama. Second you say we are not safe because of Obama? Wrong! You think were safe to an individual who fights gun control? How many shootings have there been since Trump got into office? Explain that!,0
@USER It’s for pornhub...,1
@USER I wish I could join a server without disconnecting...,0
@USER @USER If the banks fall then peoples money falls too,0
@USER @USER @USER @USER @USER He is Harry Potter,0
@USER She is backon twitter,0
"""‘She’s NOT in charge of the Senate!’ WATCH Megyn Kelly UNLOAD on Ford for demanding an FBI investigation"""" URL TCOT MAGA RedNationRising""""""",0
@USER What bothers me is how Conservatives in unison attack women who seek justice.,0
@USER @USER Free milk is a health issue not an education one. It’s nothing to do with the education budget.,0
@USER @USER Why waste time on her? She is irrelevant.,0
@USER @USER Twitter is very sneaky about censoring Conservatives n various ways. There definitely needs to be an investigation.,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That's why Trump supporters can't even wear a hat without being abused. If they meet the animals on the left attack them. Antifa is a branch of the Communist-Socialist-Nazis Democrat Party.,0
@USER Trump doesn't want to have the FBI investigate Dr. Ford's claim b/c Ivana Trump reported that Trump raped her. A culture of dirty old sexual perverted men in the GOP and Neo Liberals doing the same thing to Dr. Ford as they did to Anita Hill. White men have no respect for women,1
"""@USER @USER So @USER is a BJP leaning intellectual"""" but so called liberals are not Congress leaning """"intellectual"""" and you are definitely not Congress karyakarta....""""""",0
@USER Yet she is fat herself.,1
@USER @USER Mbappe is bang average...would shit bricks in PL...glad for him he is in a league which is absolute joke,0
@USER @USER @USER No equip an in air accuracy mod and you are all set !! Let’s the clips fly !!,0
@USER Sorry to read this. You’re doing the right thing to report it and warn us all about them. Needless to say you are none of the things they say. Stay strong.,0
@USER @USER @USER @USER @USER Be very careful because you are in danger of pushing maps back into the closet.,0
 :stop_sign: Truthfeed News :stop_sign: :backhand_index_pointing_right: 'Schumer and Feinstein Go HYSTERICAL and Issue Unhinged Demands to Delay Kavanaugh Vote' MAGA￼ :United_States: #2A Prolife URL,0
@USER @USER @USER I hope you didn’t just invite Antifa. Good luck &amp; be safe.,0
@USER Farther not further... maybe you should study English and quit playing In the journalistic limelight!,0
@USER you're on fucking drugs my dude,1
@USER How? Because they’ve been brainwashed by Obama and the media and they’re full of hate for conservatives.,1
@USER He is that stupid!,1
@USER @USER He is desperately trying to deflect. This is what Jordan &amp; Nunes have been wanting. Trump doesn’t care who he endangers. Fck tRump,1
@USER Hope they bankrupt soon,1
@USER @USER You are the most wonderful of Fremino,0
@USER The presumption of innocence only applies to Lefist Liberals. You are guilty from the get go if you're a Conservative.,1
@USER @USER You can’t accuse someone of something like this &amp; expect to not have to come forward &amp; testify about it! We’re we just suppose to believe it &amp; crucify him? I am sure u liberals think so.,1
@USER @USER @USER @USER Look at Chicago Washington DC and other areas with the strictest gun control laws and tell me that the people that are not able to arm themselves are safe. I'll wait.,0
@USER Cross them of the list....,0
@USER @USER I know this is most likely a fake profile set up 2 get conservatives unhinged so this nut can report them. Just had 2 get that off my chest!,0
@USER I hope this turns out to be everything the Liberals want and then some. I can handle the truth no matter which way it leads I hope they can do the same.,0
@USER you literally told me that you thought I was being “a fake nice bitch” URL,1
@USER Eric should be in prison!,0
Ababzhah but this whole everyone talking about sex makes me very uncomfortable so bye,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So you admit that you are a h1ndu?,0
"""@USER @USER @USER You're asking Liberals to use Reason and Logic. Look at these people, they have been suffering a collective psychosis for almost 2 yrs and get crazier by the hour. If their educated elite"""" are Batsht crazy, their sheep/foot soldiers are likely certifiable. They are beyond help. URL""",0
@USER @USER Prove your claim or be exposed as the lying piece of shit you are. Meanwhile... URL,1
@USER you and me both!! chatterbox,0
@USER You are awful.,1
@USER Today history is just repeating itself. Liberals have got away with these disgusting tricks for too long! They need to be stopped as this is deeply damaging our country. Democrats should be more concerned about our country than power and money. (I know that will NEVER happen),0
@USER The enemy within seems greater at this point than compromising sources and methods. It’s the sources and methods we Conservatives are concerned about! draintheswamp,0
@USER @USER This is what happens when you tell white liberals that they don't get to congratulate themselves on how woke they are until they put their money where their mouth is. That simple fact of life breaks their brains.,0
@USER @USER Corbyn and Abbott won’t get in so the conservatives will win again :thumbs_up: ,0
@USER @USER @USER @USER @USER She is so calm &amp; patient. That’s great..keep it up. Don’t mind people bc everyone has their own viewpoints on each aspects of life.,1
@USER This game is completely won and lost in the midfield. We need the defensive pressure high!,0
@USER Now you are a Netflix whisperer? Jack of all trades right here. :unamused_face: ,0
@USER Ready for this red tsunami :water_wave: ,0
@USER @USER she is one,0
"""@USER They filled...but hey, Trump wife in her divorce also accused him of abuse. About the whole hey, if she stays with him he is not an abuser"""", you have a pattern of ignoring reality, abused women don't always react as you seem to believe.""""""",0
@USER I mean it worked for gun control right? URL,1
@USER @USER You really have to let it go. He's going to get confirmed. You can continue to kill babies and gun violence will continue despite gun control.,1
"""@USER It is poisonous indeed. No wonder she is called Vesha Bottle"""". The Beauty in Her eyes poisons every soul that stares into it.""""""",0
@USER @USER 2 of 2 Vote her butt right out of office. DianeFeinstein is part of the problem in America not part of the solution. Her old ideas and ClarenceThomas tricks will not work this time. VoteRed2018 KAG ConfirmKavanaugh ConfirmCoachK MAGA URL,0
@USER This sums up what's happening across the pond. It is what the MSM hides in America. MeToo MAGA KAG2018,0
@USER Didn’t watch and don’t care. MAGA,0
@USER @USER @USER Not by the tea leaves you use by simple logic. You know that thing that comes from common sense. Right no you don't know. Winning Deplorables MAGA God Bless you.,0
"""** again. he is vocal about it because he believe that telling others one dream is very important. - once you express your dream to others, people will remember it and you can't escape it until you actaully can make it come true. """" after regaining her confidence ...""""""",0
@USER @USER Keep up the great work Cory! You are today’s hero. Not the Op-Ed author who should have invoked the 25th.,0
@USER @USER @USER The title of the book pretty much sums up any conversation with Avram. He is either a shill for the criminal @USER or really is mentally incapable of understanding facts that contradict his brainwashing. URL,1
PresidentMaduro Feasts with SaltBae as Venezuelans Flee Starvation! @USER I give you... your socialist heaven...! URL URL BBC SKY LBC @USER @USER Labour LabourParty JeremyCorbyn @USER @USER USA Venezuela,0
@USER She is very cute so she can get away with this,0
@USER @USER why do you identify as antifa if you're transphobic?,1
@USER Climbs up the charts in Christian Music...only to wither as a fig on a tree as a false prophet. That is @USER,1
@USER Always remember that you are a rockstar.,0
@USER @USER Yep. Here she is defying us to take another picture. URL,0
@USER Already pacing you side by side Sir! I think she woke up after the election thinking she could now retire only to be the second biggest loser. She is holding off for hope in the mid-terms and will quit once that one vaporizes like a fart in a hurricane.,1
@USER @USER Chills' GOAT levels have rendered Kal's basic human communication capabilities completely useless. This goes to show how powerful of a unit he is.,0
@USER Literally Sam is quitting smoking mid competition and obviously having some mood swings from it. She is a fantastic human being and you’re portraying her as shit and portraying JC as a cute little dude when he groped Tyler in his sleep. Shame.,1
@USER @USER @USER Please can I have some of whatever it is you’ve been smoking? Thats some top quality shit you’re coming out with.,1
Open borders will bring this to America! Dems are brainless! Vote red like your life depends on it because it does! KAG MAGA URL,1
@USER Another phoney poll!! FakeNews,0
@USER @USER Security are paid to protect you from trash and crazy people,1
@USER Hold on - another poll coming out soon !! URL,0
@USER Her family consist of : -Cheating husband who never loved her -two bonus boys who made it clear she is not their mom and never will be - in laws who show more affection to stray cats than Wewe. - paid employees who laugh at her while cashing her checks. URL,1
@USER @USER Bwaaaaa!! Compared to who...Trump...bwaaaaaaa! Compared to that corrupt demented lunatic she is a godsend!!!,1
@USER He is not the best receiver in the NFL when healthy.,0
@USER @USER Oh no I know why that I just don't know what she is talking about because I don't see a tweet she is repling too lol,0
@USER @USER Her terms!? WTH She's running the show now so Kavanaugh's confirmation hearing is being delayed as the liberals want. Something is not right. :thinking_face: :face_with_raised_eyebrow: ,0
@USER noticed you broke away as soon as the senate started talking about the great 4.2 growth rate and salary increases for employees. Your station is so crooked!!!! Also negative on the conservatives and praise the liberals! DrainTheDeepState crookedmedia,1
@USER @USER i lost my shit and everyone in class is judging me lmao.,1
@USER @USER @USER Lol. It’s funny how you assumed I only have those qualifications. Typical black tweep. When they are losing a debate they assume the other party is lower than them. “That’s why you are broke.” “Stay there with your debt.” Yet they’ve never met the person. :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: ,1
@USER @USER And your fans keep going back and forth between “it’s not in the report” to “the police or she is lying”,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Be sure to use lots of butter!,0
@USER Cuz it’s the truth...and they don’t like that one bit. Doesn’t fit their agenda MAGA,0
@USER Man I hope I don’t die before Florence hits.. I heard he is going to be a great time!!,1
*sings slowly* “I just want to see how beautiful you are.” :beating_heart: ,0
@USER Yeah . Niggas who dey wear durag nor dey joke. Hard as fuck,1
@USER hiya sexy p s bolna xxx,1
@USER She IS! One of my favourites. Brilliant. Her short stories wonderful too.,0
@USER @USER is this reputation’s next single ?? :thinking_face: :thinking_face: :eyes: ,0
@USER @USER @USER @USER @USER So conservatives NEVER get abortions? Were you alive when abortions were illegal? I hear it was a pretty awesome time in history.,0
@USER C’mon brah! Go finish your mother fucking apple cider beer and shut the fuck up!!! Adults are trying to have some fun on Twitter... :middle_finger_medium_skin_tone: :face_with_tears_of_joy: :middle_finger_medium_skin_tone: URL,1
@USER White Nationalist and Nazis arent the same. Also at this point I'd prefer nazis tbh,0
@USER @USER I can just hear the trumpsters now crowing that we liberals loved Jane Fonda and supported draft dodgers. I grew up in those times. I was against the war but knew Fonda had gone too far and was wrong. I supported those who burned their draft cards AND those who served.,1
"""@USER @USER Just because he is the elected president """", doesnt mean he has earned it. When he start serving the people of his country, then by all means.....it shall be well desrerved. When you serve thos who you have hiding in your pocket, give me a break. You can keep YOUR commander.""""""",1
@USER do you have any other recourse? This is so wrong on so many levels. Can you sue them? I wish there was a way to reinforce your points on the mistreatment you have received. Liberals are full of hate and discontent and unfortunately there are more of them than us. Idiots. URL,1
@USER @USER @USER @USER Pre-existing clause is still there. That’s the one good thing about ACA. The only ones I hear talking about taking it away is the liberals. It’s a scare tactic IMO.,0
@USER Crazy liberals,1
@USER @USER Not surprising at all. The Trudeau “Liberals” have been using it to emotionally manipulate and divide Canadians since the beginning.,0
@USER But she never questioned Congress’ sluch fund to payoff sexual harassment settlements.,0
*mom speaks into her phone to compose a text for my brother* she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling :woman_facepalming_light_skin_tone: ,0
Make sure you Vote REPUBLICAN up and down your ballots. Vote RED for conservative values. Vote Republican candidates only to help our POTUS Trump help Americans to MAGA URL,0
@USER What's that GIF called?,0
@USER @USER Great information!!! My husband has a SMI. We are very thankful he is doing ok. Many are not and it is heartbreaking. I was diagnosed almost 25 yrs. ago and we don't seem to have made much progress in all that time. I learned a lot from you. Thank you!!,0
@USER Consider this source ... @USER is a supreme ass kissing douche bag.,1
Thank You @USER We Need to BuildTheWall to Keep Them Out But Mandatory E-Verify Will Get them Out ! RedNationRising Trump MAGA SendThemHome URL,0
@USER Are @USER now criticising @USER policy in England where standardised testing is used in the equivalent of P1. Is this the start of a Tory civil war?,0
@USER Hiding like the caged animal he is.,1
VA10 voters know @USER is the right side of the gun issue. Gun control or gun rights? The answer may help determine whether NRA-financed Rep. Comstock wins reelection URL,1
@USER You are not,0
@USER That food you made was so mf good. THANK YOU!! :loudly_crying_face: lol,0
Active shooter Middleton WI Multiple police agencies respond MAGA TrumpTrain @USER @USER KeepAmericaGreat2020 @USER,0
@USER He is a lying stack of shit too.,1
@USER @USER I’m not for gun control....practice reading comprehension first,0
@USER @USER You sound like the NRA saying it’s too soon to talk about gun control. If they were close to car as u say they would have seen the perp. Stop making excuses. The CHILD is the victim here. If there are ppl who don’t know— Parents:NEVER leave ur child unattended in a car. EVER.,0
@USER The liberal MSM are the stalkers along with Antifa. VoteRedToSaveAmerica,0
@USER EXPOSE these demons violating our Constitution with violence &amp; threats to run govt instead of winning at the polls! Name them domestic terrorists &amp; jail them all.,1
@USER This is the kind of thing that liberals want. A totalitarian society where tweets are grounds for examinations.,0
@USER @USER @USER @USER @USER He is a malignant narcissist.,1
"""@USER Tonight, Sean Hannity: Rabid ANTIFA leftist @USER publicly fantasizes about the distinguished United States Senator from Texas, Ted Cruz, getting cancer.""""""""""",0
Health &amp; Nature under threat from UK US @USER URL,0
@USER @USER @USER I didn't know if it was a guy or girl at first. But she is definitely the most un-charismatic person I've ever seen hosting any type of show.,0
@USER BURN your Nike gear. Everyone I know is done buying Nike. Oops. Conservatives are the ones buying from Nike. After all we r the ones making the money There’s way way more of us :middle_finger: Nike,0
@USER :skull: i beat they ass too for letting them get hit,1
@USER I miss you bitch!!,1
